sentimen,Tweet
Positive,yang penting kamu bahagia nggak gitu bahagia itu bareng bareng bukan merelakan salah satu bahagia dia lagi mencoba bo 
Neutral,damn men kita cuma butuh keadilan kenapa cuma persib 
Neutral,yang tertangkap di pesta narkoba gay diunter ternyata banyak member gym ff mereka bukan cuma bergerombol di gym ternyata 
Positive,batik aja butuh perpaduan warna corak untuk bisa menjadi indah masakan kamu gak butuh aku untuk menciptakan keinda 
Negative,kamu ada affair ya sama twitter kok begituan doang diselamatin 
Neutral,ya kalau buibu maen twitter habislah kita
Neutral,siapa yang ingat niatu hari nanti kita masuk jugak 
Neutral,kalau kita nak tengok tv series secara online kat mana eh ke memang tak boleh tengok free 
Neutral,abis itu kita goreng
Neutral,papa kan udah bilang sama kamu kita ini rusa harusnya makan rumput gausa yang macem macem kamu ini kenapa pake nyolong 
Neutral,siapa mereka coba kontak 
Negative,maap ya kita emang bosenan 
Neutral,ini youtuber yg grebek sarang pemain jav kapan youtuber kita bisa gini 
Neutral,perhatikan baik video pasca gempaulawesi ini ada 4 point yg bisa kita liat utk menilai betapa bikin merindingnya da 
Neutral,gelang kaki perhiasan custom bisa dibuat sesuai keinginan kamu bisa terukir atas nama anda juga bisa re 
Positive,untuk membantu meringankan kawan kawan kita jurnalis anggota aji palu aji indonesia menggalang bantuan dana dari s 
Negative,kangen dicariin yg sampe di telfon telfon terus ngomel marahin kita ngomelnya tapi tanda sayang bgt dan khawatir bgt 
Positive,keluargamu adalah alasan bagi kerja kerasmu maka janganlah sampai engkau menelantarkan mereka karena kerja kerasmu
Negative,mungkin tidak tapi kalo mereka masih punya rasa malu itu sudah cukup untuk membuat mereka tidak nyaleg lagi
Positive,i am sure setiap anak ada tanamkan niat dalam diri nak kerja dan nak sara keluarga senangkan ibu bapa pula balas jasa mere 
Neutral,tdk ada org yg dpt menyakitimu kecuali mereka yg benar2 kau peduli atau mereka yg tdk benar2 peduli padamu 
Negative,kamu kasian sama mereka mereka yang harus minggir 
Positive,kita berdoa semuanya agar alat2 berat itu lancar bisa sampai kesini dan kemudian terlihat wajah pak jokowi spt menahan 
Negative,kok kamu maksa 
Positive,bersyukurlah atas apa yang tuhan berikan biarkan rasa syukur membuat kita bahagia dan tuhan melipat gandakan kebahagiaan ki 
Positive,ayat manis before marriage is absolutely cinta murahan mudah ditutur tanpa ikatan sah
Negative,ini belum seberapa mereka tuh kelakuaan nya ga kayak girlgroup lain 
Neutral,kalo kamu berenti main twitter mungkin
Neutral,kamu mau makan apa hm meong
Negative,mulut kamu gentong 
Neutral,selamat hari batik nasional 2018 bisakah kamu menemukan ada berapa kartu kredit bca edisi batik di gambar ini https 
Neutral,ih kan nanti aku goreng kaya mimiperi kamu aj yg kirimin ak wasap langsung i'm promise 
Negative,gak perlu diladeni min iq nya gak nyampek dia yang penting instropeksi kita sendiri 
Negative,di indonesia cuma ada waktu bagian barat timur tengah nggak ada waktu buat kamu 
Neutral,barusan tadi pagi saya dari palu grand mall emg masih banyak warga yang siap2 mau ambil barang isi mol ba 
Negative,banyak sekali orang dengan seragam fpi dan ada tulisan yg katanya lambang hti tapi kok gak ada yg demo nyuruh mereka keluar ya 
Positive,kamu tidak perlu membalas rasa sayangku cukup kamu bahagia saja 
Neutral,marilah bersama saya bolasepak di malaysia perlu dibersihkan sehingga tiada lagi orang bercakap mengenai bolasepak https 
Neutral,selain stuff kawaii amp keren kita juga jual berbagai komik2 recommended lho cek fav d
Neutral,hujan pagi khabar apakah dibawa rintik melakar muka pasir di pagi sunyi ini ada rasa bersilang di empat penjuru dada mem 
Neutral,sejengkal demi sejengkal sehasta demi sehasta sehingga jika mereka masuk kelubang biawak pun pasti kamu akan mengiku 
Neutral,ustazah fatimahyarha berpesan jika lelaki anggap kita sebagai teman wanita itu tanda dia sedang beri cinta murah 
Neutral,dulu nanti kenalin dong kita double date
Neutral,2 2 3 gunakan hastag jnebatik amp jnebanggaberbatik 4 10 orang pemenang utama akan mendapatkan voucher belanja rp 200 000 
Positive,mari teguh kan kepribadian kita sebagai bangsa indonesia 
Positive,allah suruh kita belajar tinggi2 sebab nak kita faham dengan ilmu dan kenal allah tapi orang sekarang belajar tinggi2 seb 
Negative,hingga saat ini satu juta muslim uighur ditahan di kamp kamp oleh pemerintah komunis china dan kaum liberal diam seribu ba 
Neutral,disaat kita sdg ditimpa musibah us menembus 15 000eandainya ucapan bu menkeumi benar 
Neutral,comi bizi kita makan sorang sorang
Neutral,maunya apa bukannya semua ini kesepatakan kita bareng2 
Negative,kamu kalo disuruh milih gimana masa dia aja yang disuruh memilih 
Neutral,gue pikir kamu bilang rp mereka mau nge rp in news nya kalo edit2 gue tahu tapi kan ga harus pake logo 
Negative,sejujurnya saya pikir kekalahan ini bagus untuk mereka dan kita timnasday
Negative,kesilapan terbesar mentaliti masyarakat malaysia adalah terlalu mementingkan result dan bukannya proses yang betulebab i 
Neutral,omspikkepo dari dulu kamu phobia sama apa 
Neutral,bagi kamu yang ingin menanyakan kiriman barang dan ongkir bisa ikuti alur ini ya connectinghappiness 
Negative,editannya bagus tapi gak ship mereka tapi b aja sih
Neutral,jika kamu terlalu berkeras dalam dakwah hingga sasaran dakwah kamu menjauhi dirimu maka untuk siapa sebenarnya dakwahmual 
Neutral,jadi apa kamu udah siap 
Positive,apapun yg telah kamu lakukan apapun kesalahanmu kamu akan selalu menemukan kata maaf dalam hati seorang ibu mama i love you forever
Positive,kamu jodoh ku 
Positive,selamat hari batik nasional identitas kita kebanggaan kita budaya kita dan ciri khas bangsa indonesiaudahka 
Neutral,korban tsunami yang menjarah toko atau gudang itu mereka butuh atau memang punya jiwa kriminal dan bar bar ya 
Negative,sorry kung mahal na mahal kita 
Neutral,patut la mak selalu pesan jgn over gelak at the end kita akan nngis and ya tadi aku gelak2 tak igt dunia
Neutral,insting makhluk hidup untuk bertahan hidup daripada mati kelaparan mereka sedang survive dan menunggu bantuan d 
Neutral,giliran sekarang mereka melakukan pembelaan 
Negative,kita heran ya ma punya apa di omongin orang ngga punya apa apa lebih di omongin orang dapet apa di omongin oran 
Neutral,hai kami cek resi pada transaksi kamu menurut ekspedisi sudah delivered dan sudah diterima mohon k 
Neutral,sebentar lagi tepat pukul duabelas aku disini masih menunggu pesan yang belum terbalas apa kamu sudah tertidur pulas atau m 
Neutral,thread kulit berminyak kulit kering normal skin combination skin kulit sensitive mana satu sebenarnya jen 
Positive,terimakasih sukses selalu 
Negative,cara2 menggunakan hoax untuk menebar kebencian pada rezim berkuasa sudah menyerupai yg dilakukan isis diuriah dgn white 
Negative,celotehaya disebut presiden termiskin di dunia tetapi saya tak merasa miskin orang miskin adalah mereka yang bekerj 
Negative,baru aku tahu iblis datang dekat kita melalui angin angin yang panas orang sangka duduk condo flat tkde jin iblis masuk 
Neutral,otomatis mereka dengerin dulu dong musiknya sebelum main terus iseng liat penyanyi aslinya kek mana terus para mas mas 
Positive,semangat terus pakemoga tuhan selalu memberikan kekuatan dan segala penyakit diangkat amin 
Positive,rakyat udah pada cerdas mereka tahu mana kritik mana kebencian topiknya selamat kan indonesiaekarang ada bencana 
Neutral,polisi mengamankan pelaku penjarahan di toko hp di palu dalam situasi gini masih ada aja org yg ga sadar dan bersyukur at 
Neutral,guekepo panggilan kamu diekolah 
Negative,biadab sekali yang melakukan inieorang wanita seyogyanya tidak diperlakukan sperti ini mereka yang melakukan a 
Positive,kamu yang menjadi obat di setiap sakitku 
Negative,goblog kamu 
Negative,ibundaku bilang menjadi orang jahat itu gampang caranyaakitilah hati orang kemudian cukup minta maaf lalu diamlah 
Neutral,nabi yg ummi yg beriman kepada allah dan kepada kalimat kalimat nya dan ikutilah dia supaya kamu mendapat petunjuk 7 
Positive,kadang kadang kita perlu terluka demi orang yg kita sayang hm 
Neutral,selamat hari batik nasionalahabat untuk memeriahkan hari batik cemin mau ngajakin kamu u share foto saat menggunakan 
Neutral,lagi butuh kamu 
Positive,orde baru tidak menyengsarakan anak bangsa justru mencatat pertumbuhan ekonomi tertinggi selama i 
Negative,anjir difoto juga mana kamu duduk paling depan lagi anak rajin yaampe jam berapa hari ini kelasnta
Positive,hmmm kalau cmtu takpela wal mungkin kita boleh belajar utk bina rumah dan tangga hahahhhahahahaha
Neutral,dimana letak gagalnya berjalan dengan sangat baik kok yah kamu yg gak paham cara menangani benc 
Neutral,mandang batik akik sambil makan duren yuk kita pakai batik biar keren haribatiknasional
Neutral,bagi kawan2 yg masih ragu ke danau toba berikut adalah transportasi yg akan kita gunakan dimana sebelumnya telah sukses dip 
Neutral,kalau ini mah bebas negara punga mereka
Neutral,kok jokowi yang diselametin oom 
Negative,gue ga memungkiri di akar rumput ketidaktahuan dan kenaifan berpikir itu masih banyak yg gue sesali adalah elit terdi 
Neutral,partai berkarya kan emg koalisi prabowo ya wajar k 
Positive,lucuuu kamu 
Positive,malam ini hujan meteor 100 bintang jatuh per jam permintaanku sama ke semua bintang itu yaitu minta kamu
Neutral,kata pak batik adalah identitas kita yang mendunia hari batik nasional 2015 haribatiknasional
Neutral,sorry dahil di kita nilapitan
Neutral,yang ingin berdonasi untuk korban gempa di palu kita dapat menggunakan langsung google pencarian dgn ketik palu 
Neutral,aku kira kita telah berada di usia berkomitmen atau tidak sama sekali artinya bukan lagi masanya untuk kita datang bilan 
Neutral,batik adalah identitas kita yang mendunia jokowi hari batik nasional 2015 haribatiknasional 
Negative,musibah yang menimpa teman teman kita di palu sudah begitu menyakitkan namun mereka tambah lagi rasa sakit kita de 
Negative,kalau hidup kita belum bener ndapapa karena akan selalu ada orang sok bener yang mbenerin hidup kita 
Positive,happy birthday semogaa sukses teruss jangan makin tinggi ya nanti aku kelelep kalo deket kamu 
Neutral,iyalah kalau sampe tertukar nanti kita bikin ftv aja unn maunya gitu tapi apa daya aku mirip kentank 
Neutral,ingatlah suatu hari ketika tiap tiap diri datang untuk membela dirinya sendiri dan bagi tiap tiap diri disempur 
Negative,percuma bertahan klo tindakan pks telah merusak kepercayaan rakyat daneluruh kesalahan itu adlh ulah d 
Neutral,yuk tebak berapa jumlah personil band ini ttulis jawaban kalian di kolom komentar ya jangan lupa ajak teman kamu juga 
Neutral,uhuk apakah hm kita lihat saja 
Neutral,pernah gak sih belum ketemu sama sekali dg orang tetapi udah disapa dg tau nama dan asal sekolah bu gak ikut jad 
Neutral,reveluvnesia x red velvet for donggala dan palu yuk kita berikan bantuan untuk saudara2 kita di donggala dan palu yang 
Neutral,orang yang berani mempe 
Negative,sepakat hanya saja saya kasih tahu kamu selera mereka rendah karena gak mau sama saya 
Neutral,viny jkt48 vin kawaei rina sama iriyama anna diserang pakai gergaji pas handshake akb48 kemarin masa kamu gak say gws sih 11 
Negative,malang selalu dikucilkan ketika kita belajar salah sedikit dimaki seluruhnya tapi tidak berkaca pada send 
Negative,bukan dia yang memberikan harapan kamu aja yang berekspektasi lebih 
Neutral,tuh kan bener pake batik kegantengan kamu nambah 30 hahahhaha
Negative,janganekali kali melupakanejarah iroekarno presiden pertama republik indonesia mari kita buka kembali catatan p 
Neutral,ohh kita ade jugak lah mcm tu tp hjg minggu jela boleh kalau hari2 tanak mkn kat asrama mau kebulur kel 
Positive,dengan perempuan perempuan cerdas dan tangguh kita yakin indonesiamaju lebih cepat 
Negative,hai kak mohon maaf atas kendala yang kamu alami untuk promo yang ada dihopee berlaku secara nasio 
Neutral,memang begitu la tuuu kita ni hamba dorang 
Neutral,menurut infonya org bank bisami yg blm bisa kalau kita transaksi di luar negri
Neutral,semua memberikan uluran tangan untuk saudara2 kita di palu bupatisoppeng 
Neutral,guys meh ler support gua punya polaroid bisnes ni nak bagi harga murah murah je ni haa kalau taknak beli pun tolong 
Negative,seegois itukah kamu jangan siksa aku seperti ini aku lama lama juga capek kalau kamu sudah tidak ingin lagi denganku 
Negative,banci itu beraninya keroyokan emak2 lagi yg dikeroyok astaghfirullahemoga aparat hukum kita punya nyali u 
Positive,ngakak sumpah moco reply an e erina mereka receh bgttt 
Negative,kenapa sih kamu manja banged ngomong sama tenggorokan 
Neutral,kita sudah lari dgn sekuat tenaga kan mari chan
Neutral,wih benerehati kita ming 
Negative,mulai main kasar memancing perseteruan periksa tkpaksi saksi periksa cctv tkp hasil visum kalau kamu gak mampu 
Negative,kamu tuh kadang suka ngeselin tapi sering banget bisa bikin aku kangen 
Positive,jadi mulai sekarang kita cari cara bagaimana allah menyukai kita kontribusi oleh buat dapetin dakwah 
Neutral,hey stalk kita ke tuuuu uhukk
Neutral,semoga yang komunikasinya terputus bisa segera mendapatkan kabar yang mencari segera menemukan yang ditinggalkan diberikan k 
Neutral,found this at a local store kalau makan ni rasa rasanya berubah tak cara cakap dan taip kita 
Neutral,asal jangan nanti banding dihapus semua hukumannya kita sering dikasih berita hukuman berat diawal tp ternyata ha 
Neutral,salamavage ciptakan casing kamu sesuai selera bukan lagi angan angan di kenapa disana 1 
Neutral,jika kamu seorang detektif setidaknya kamu bisa menganalisa apa yang kurasakan ran mouri
Neutral,nih lg mam ay btw kamu jg janlup mam siang jg yak 
Neutral,tanpa disadari batik selalu ada dan telah menemani kita di setiap momennya dari sejak lahir sekolah bahkan hingga menikah 
Negative,entahlah makin lucu aja umat di negeri ini mereka semakin tak bisa bedakan mana kr 
Negative,dapat kabar bencana di palu malah dimanfaatkan oleh org2 yg bermental kriminal untuk menjarah pom bensin toko2 dsb 
Positive,suka dengan ayat ni rezeki itu datang dari 3 cara datang sebab kamu cari datang sebab allah nak bagi dan datang seb 
Positive,akhirnya politik kita akur juga
Negative,kamu nge tweet ginian nggak mesyen aku yang kamu lakuin itu jahat 
Neutral,terkadang aku berharap dapat membaca hati orang melongok ke dalam sanubari mereka membaca apa yang tertulis disa 
Neutral,hello macam mana 1st day puasa kalianiapa bosan tunggu nak buka puasa tu bolehlah kita main game ni dulu truth or dar 
Positive,tapi pernah nyoba yang kue kering sih enak
Negative,saya selaku admin peleksana event 2tahunipintinioi meminta maaf yang sebesar besarnya untuk anak anak dikarenaka 
Neutral,tak semua yang kita hadapi dapat diubah tetapi tak ada yang dapat diubah jika kita tak dihadapi quranhour
Negative,kamu lebih anjing 
Positive,apabila kita redha pada sesuatu yang mengecewakan hati kita maka percayalah allah akan mengantikan kekecewaan itu dengan sesu 
Neutral,napa yah d grup tuh pada minta maaf bikin takut aja banyak berita dan broadcast kiamat udah dekat mereka pade m 
Neutral,ab exo comingsoon mereka tuh udah kode dari lama gaes 
Neutral,hi transaksi kamu sudah kami bantu remit ya mohon untuk melakukan pengecekan kembali terima kasih 
Positive,mari menjadi berkat bagi orang orang di sekitar kita 
Neutral,yuk vote jagoanmu hari ini melalui google vote langsung aja ketik tvki vote di googleearch kemudian pilih kontes 
Neutral,sebagai warga yang awam saya hanya bisa berdoa semoga rupiah kita semakin membaik apakah de 
Neutral,asli sih ini 
Negative,kamu masih sibuk kapan kembali aku rindu biy
Neutral,pks yg mereka hendak padamkan aktifitasnya baik o org yg mengaku orang dlm org luar mash tetap exis membantu masyarakat dim 
